Description,Selection Return 01/04/1999 - 01/29/1999,Selection Return 02/01/1999 - 02/26/1999,Selection Return 03/01/1999 - 03/31/1999,Selection Return 04/01/1999 - 04/30/1999,Selection Return 05/03/1999 - 05/28/1999,Selection Return 06/01/1999 - 06/30/1999,Selection Return 07/01/1999 - 07/30/1999,Selection Return 08/02/1999 - 08/31/1999,Selection Return 09/01/1999 - 09/30/1999,Selection Return 10/01/1999 - 10/29/1999,Selection Return 11/01/1999 - 11/30/1999,Selection Return 12/01/1999 - 12/31/1999,Selection Return 01/03/2000 - 01/31/2000,Selection Return 02/01/2000 - 02/29/2000,Selection Return 03/01/2000 - 03/31/2000,Selection Return 04/03/2000 - 04/28/2000,Selection Return 05/01/2000 - 05/31/2000,Selection Return 06/01/2000 - 06/30/2000,Selection Return 07/03/2000 - 07/31/2000,Selection Return 08/01/2000 - 08/31/2000,Selection Return 09/01/2000 - 09/29/2000,Selection Return 10/02/2000 - 10/31/2000,Selection Return 11/01/2000 - 11/30/2000,Selection Return 12/01/2000 - 12/29/2000,Selection Return 01/02/2001 - 01/31/2001,Selection Return 02/01/2001 - 02/28/2001,Selection Return 03/01/2001 - 03/30/2001,Selection Return 04/02/2001 - 04/30/2001,Selection Return 05/01/2001 - 05/31/2001,Selection Return 06/01/2001 - 06/29/2001,Selection Return 07/02/2001 - 07/31/2001,Selection Return 08/01/2001 - 08/31/2001,Selection Return 09/04/2001 - 09/28/2001,Selection Return 10/01/2001 - 10/31/2001,Selection Return 11/01/2001 - 11/30/2001,Selection Return 12/03/2001 - 12/31/2001,Selection Return 01/02/2002 - 01/31/2002,Selection Return 02/01/2002 - 02/28/2002,Selection Return 03/01/2002 - 03/28/2002,Selection Return 04/01/2002 - 04/30/2002,Selection Return 05/01/2002 - 05/31/2002,Selection Return 06/03/2002 - 06/28/2002,Selection Return 07/01/2002 - 07/31/2002,Selection Return 08/01/2002 - 08/30/2002,Selection Return 09/03/2002 - 09/30/2002,Selection Return 10/01/2002 - 10/31/2002,Selection Return 11/01/2002 - 11/29/2002,Selection Return 12/02/2002 - 12/31/2002,Selection Return 01/02/2003 - 01/31/2003,Selection Return 02/03/2003 - 02/28/2003,Selection Return 03/03/2003 - 03/31/2003,Selection Return 04/01/2003 - 04/30/2003,Selection Return 05/01/2003 - 05/30/2003,Selection Return 06/02/2003 - 06/30/2003,Selection Return 07/01/2003 - 07/31/2003,Selection Return 08/01/2003 - 08/29/2003,Selection Return 09/02/2003 - 09/30/2003,Selection Return 10/01/2003 - 10/31/2003,Selection Return 11/03/2003 - 11/28/2003,Selection Return 12/01/2003 - 12/31/2003,Selection Return 01/02/2004 - 01/30/2004,Selection Return 02/02/2004 - 02/27/2004,Selection Return 03/01/2004 - 03/31/2004,Selection Return 04/01/2004 - 04/30/2004,Selection Return 05/03/2004 - 05/28/2004,Selection Return 06/01/2004 - 06/30/2004,Selection Return 07/01/2004 - 07/30/2004,Selection Return 08/02/2004 - 08/31/2004,Selection Return 09/01/2004 - 09/30/2004,Selection Return 10/01/2004 - 10/29/2004,Selection Return 11/01/2004 - 11/30/2004,Selection Return 12/01/2004 - 12/31/2004,Selection Return 01/03/2005 - 01/31/2005,Selection Return 02/01/2005 - 02/28/2005,Selection Return 03/01/2005 - 03/31/2005,Selection Return 04/01/2005 - 04/29/2005,Selection Return 05/02/2005 - 05/31/2005,Selection Return 06/01/2005 - 06/30/2005,Selection Return 07/01/2005 - 07/29/2005,Selection Return 08/01/2005 - 08/31/2005,Selection Return 09/01/2005 - 09/30/2005,Selection Return 10/03/2005 - 10/31/2005,Selection Return 11/01/2005 - 11/30/2005,Selection Return 12/01/2005 - 12/30/2005,Selection Return 01/03/2006 - 01/31/2006,Selection Return 02/01/2006 - 02/28/2006,Selection Return 03/01/2006 - 03/31/2006,Selection Return 04/03/2006 - 04/28/2006,Selection Return 05/01/2006 - 05/31/2006,Selection Return 06/01/2006 - 06/30/2006,Selection Return 07/03/2006 - 07/31/2006,Selection Return 08/01/2006 - 08/31/2006,Selection Return 09/01/2006 - 09/29/2006,Selection Return 10/02/2006 - 10/31/2006,Selection Return 11/01/2006 - 11/30/2006,Selection Return 12/01/2006 - 12/29/2006,Selection Return 01/03/2007 - 01/31/2007,Selection Return 02/01/2007 - 02/28/2007,Selection Return 03/01/2007 - 03/30/2007,Selection Return 04/02/2007 - 04/30/2007,Selection Return 05/01/2007 - 05/31/2007,Selection Return 06/01/2007 - 06/29/2007,Selection Return 07/02/2007 - 07/31/2007,Selection Return 08/01/2007 - 08/31/2007,Selection Return 09/04/2007 - 09/28/2007,Selection Return 10/01/2007 - 10/31/2007,Selection Return 11/01/2007 - 11/30/2007,Selection Return 12/03/2007 - 12/31/2007,Selection Return 01/02/2008 - 01/31/2008,Selection Return 02/01/2008 - 02/29/2008,Selection Return 03/03/2008 - 03/31/2008,Selection Return 04/01/2008 - 04/30/2008,Selection Return 05/01/2008 - 05/30/2008,Selection Return 06/02/2008 - 06/30/2008,Selection Return 07/01/2008 - 07/31/2008,Selection Return 08/01/2008 - 08/29/2008,Selection Return 09/02/2008 - 09/30/2008,Selection Return 10/01/2008 - 10/31/2008,Selection Return 11/03/2008 - 11/28/2008,Selection Return 12/01/2008 - 12/31/2008,Selection Return 01/02/2009 - 01/30/2009,Selection Return 02/02/2009 - 02/27/2009,Selection Return 03/02/2009 - 03/31/2009,Selection Return 04/01/2009 - 04/30/2009,Selection Return 05/01/2009 - 05/29/2009,Selection Return 06/01/2009 - 06/30/2009
Alger American Capital Appreciation O,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.120993,1.007547,-0.771852,-1.456288,-1.315241,-0.475474,-1.726147,-0.518211,-1.015124,-0.979686,-1.741583,1.618525,-2.086321,-4.787597,-1.950129,2.629634,1.232562,1.103253,1.345602,-1.069038,0.532371,-1.724571,-1.612459,-1.078109,1.044665,-0.588932,0.172068,1.292292,-0.726971,0.741438,2.752934,-2.864437,0.516643,-3.222043,-3.508277,1.45206,0.26765,0.955142,0.057894,0.280605,-0.443317,1.36572,1.476718,0.976151,-0.917619,-0.771879,1.744672,0.890186,1.609442,0.473142,-0.303192,0.727971,-1.217938,0.418021,-0.510139,-0.28832,1.140418,2.847214,-0.281869,-0.693667,0.729557,2.12194,-0.625916,2.016575,0.91068,1.099144,-0.485071,1.241758,-0.567835,1.039492,2.297815,2.806374,2.80144,1.487883,0.980329,-3.361046,-2.377897,-0.750467,0.38776,1.378218,0.245308,-1.6046,1.702927,-2.955867,3.499804,-1.705987,0.04465,1.157442,1.220264,-1.038593,-1.836701,2.089795,0.673516
Alger American Large Cap Growth O,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.931944,0.67661,-1.661508,-1.392464,-0.836711,-0.066527,-1.722025,0.252776,0.535895,-2.309889,-0.790948,0.361141,-0.881148,-2.639533,-0.49634,0.650132,1.349571,0.613236,0.017472,-0.952802,0.029254,-2.014128,-0.856614,-0.608529,-0.235788,-0.264779,0.592289,-0.191049,-1.115934,0.014961,-2.025098,2.152455,0.08856,-1.896752,-1.851491,0.831695,-1.008372,-0.824262,-0.020942,-0.551406,-0.2846,0.337906,0.814003,0.145043,0.097708,-0.364633,1.670352,0.326011,0.000969,-0.920383,-0.216297,-1.499918,-2.82362,-0.393625,0.380602,-0.497947,-0.185278,-1.259549,-0.841903,0.21837,-0.427201,0.606732,-0.623214,0.536038,-0.157088,-0.1177,-0.883455,-0.036009,0.62066,1.719901,1.096034,0.628874,0.205955,0.908593,0.210693,-3.395479,-0.527955,0.359064,-0.070437,0.258977,-0.7084,-1.062458,1.520227,-1.209696,0.162582,-1.803572,-1.695774,1.829407,1.257121,-0.161952,-2.291629,0.65228,-1.005143
Alger Capital Appreciation B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.352024,0.581301,-1.075063,-1.356551,-1.140339,-0.719065,-1.841949,-0.517186,-1.300064,-0.749652,-1.961083,1.423874,-2.299438,-5.208421,-1.895571,2.710241,1.289236,0.911165,0.994049,-1.596071,0.442939,-1.789283,-2.109125,-1.277268,0.598872,-0.919159,0.070281,1.29082,-1.008489,-0.878332,-1.768815,3.05046,0.184314,-3.018307,-3.743492,1.188957,-0.071046,0.542321,-0.319851,-0.071854,-0.240684,1.776938,1.53019,0.245104,-0.82303,-1.209494,1.736083,0.997982,1.761533,0.155206,-0.402492,0.567402,-1.233659,0.249339,-0.667929,-0.469534,1.036765,2.90204,-0.392721,-0.713311,0.634943,2.027524,-0.574993,1.874683,0.831879,1.074188,-0.647829,1.017663,-0.509489,1.133027,1.918537,2.340968,2.463262,1.420225,1.002702,-2.713937,-2.140822,-0.428408,0.121648,1.022876,0.44496,-1.772022,1.39087,-2.996282,3.421384,-1.895165,0.008974,1.185897,1.039708,-0.950956,-1.884726,2.124143,0.501611
Alger Capital Appreciation Instl I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4.596487,0.308739,-1.625104,-1.110536,-5.623109,4.035571,-2.052501,-0.372872,-0.271447,0.27341,-1.61872,1.659435,-2.300426,-5.569142,-1.865538,2.468933,1.288543,0.805715,1.133935,-2.426673,0.429483,-1.989055,-2.54656,-1.044084,0.743257,-0.774876,0.14364,1.189992,-1.04956,-0.850887,-1.497298,3.069031,0.420071,-3.047236,-3.437458,1.230367,0.162555,0.922164,-0.31829,0.060625,-0.096964,1.898508,1.617336,0.378938,-0.689732,-1.260925,1.810686,0.857485,1.754858,0.216574,-0.369444,0.442231,-1.198337,0.372962,-0.517434,-0.327989,1.113512,2.979635,-0.21194,-0.997191,0.51682,2.230442,-0.645079,2.061532,0.773854,1.353423,-0.671774,0.968502,-0.37474,0.84097,2.05214,2.35995,2.691429,1.460889,0.998461,-2.508047,-2.137701,-0.483394,0.38881,0.909971,0.294881,-1.56597,1.413938,-2.910395,3.734151,-1.667629,0.116568,1.318894,1.300327,-1.03709,-1.557514,2.301704,0.516459
Alger Green A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.747093,1.161318,-1.043757,-2.344543,-0.905772,-1.291286,-2.895864,-1.343587,-1.052903,-0.12167,-3.881825,-0.443466,-5.074414,-5.143088,-1.86873,2.809167,1.38028,0.70264,1.139349,-1.225309,-0.129713,-2.02379,-2.096998,-1.100475,0.424738,-0.839076,0.031444,1.176588,-1.014403,-0.967541,-1.427895,3.270552,0.562043,-2.766287,-3.296327,1.329314,-0.170462,0.403603,-0.523762,0.244912,-0.34271,1.233573,1.993098,0.220041,-0.272576,-0.832883,1.959898,0.887695,1.252652,0.68873,-0.349806,0.497113,-1.392561,-0.319432,-0.344164,-0.081639,0.984834,1.890258,0.083672,-0.492677,0.593088,1.676716,-0.76933,0.859808,1.692233,-0.218109,-0.511555,-0.000383,-0.346859,-0.678204,0.193081,1.831542,2.743526,2.536621,1.616793,-1.794527,-1.810464,-1.127581,0.016012,-2.732944,-0.027312,-1.520886,1.459836,-1.148873,2.227326,-3.584766,0.56324,-2.232762,1.589028,0.021832,-1.262115,-0.467786,0.205845
Alger Large Cap Growth B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.099597,0.485065,-2.007794,-1.445168,-0.840262,-0.213768,-1.801923,0.085485,0.624338,-2.329763,-1.106876,0.299419,-0.669238,-2.46492,-0.718684,0.799108,1.360605,0.212774,-0.306889,-0.673427,-0.191097,-2.024843,-1.157763,-0.714886,-0.431549,-0.301766,0.614429,-0.248386,-1.262289,-0.067833,-2.113873,1.980434,0.015532,-2.05756,-1.896317,0.909867,-0.987861,-0.849997,-0.039063,-0.794197,-0.67623,0.753645,0.68462,-0.027147,0.034653,-0.469366,1.597029,0.311106,-0.106744,-1.110537,-0.293089,-1.561743,-2.823832,-0.562536,0.338469,-0.597829,-0.272612,-1.24455,-0.909855,0.174439,-0.469717,0.445553,-0.711002,0.381177,-0.201357,0.101814,-0.986632,-0.155772,0.515677,1.539719,0.937165,0.55751,0.037222,0.890486,0.17236,-3.185233,-0.508022,0.259551,-0.282062,0.12101,-0.754775,-1.203744,1.461231,-1.318087,0.146174,-1.941308,-1.257544,1.777743,1.10393,-0.239462,-2.498515,0.619221,-1.034433
Alger Large Cap Growth Institutional I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.858995,0.347177,-1.791286,-1.366511,-0.855786,-0.222129,-1.961526,0.067842,0.549367,-2.567392,-0.879583,0.408543,-0.974086,-3.083505,-0.790235,0.690493,1.32622,0.5574,-0.109533,-1.00743,0.000489,-2.205727,-0.819631,-0.527774,-0.377622,-0.328676,0.538082,-0.178924,-1.159096,-0.067162,-2.111225,2.056768,0.134815,-2.004246,-1.934937,0.890212,-1.053293,-0.914383,-0.067427,-0.686678,-0.585241,0.714929,0.793743,-0.002725,0.111051,-0.335772,1.643473,0.379695,-0.013864,-1.031249,-0.175188,-1.425141,-2.927395,-0.635923,0.378563,-0.633623,-0.044833,-1.381921,-0.723574,0.421095,-0.538435,0.561979,-0.667471,0.271063,-0.365203,-0.050758,-1.015734,0.192557,0.52106,1.308571,1.14248,0.614256,0.09222,1.034656,0.13898,-3.336561,-0.554036,0.489862,-0.337124,0.080545,-0.775266,-0.963979,1.541653,-0.901987,-1.260427,-1.574089,-1.812399,1.8638,1.270691,-0.409425,-2.747869,0.398767,-0.941594
Alger Spectra A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.310661,0.903788,-1.088651,-1.396985,-1.181616,-0.806532,-1.961523,-0.485013,-1.048562,-1.037628,-1.834956,1.495895,-2.492939,-5.291768,-1.871732,2.705275,1.302871,1.050613,0.983959,-1.650147,0.515897,-1.983519,-1.931915,-1.136243,0.646277,-0.802039,0.277937,1.015164,-0.944007,-1.053413,-1.561671,3.124439,0.216784,-3.128164,-3.536497,1.085652,-0.075052,0.652358,-1.169928,0.936521,-0.18189,1.288551,0.164933,1.13275,-0.992189,-2.103269,2.862951,1.523206,1.293593,0.840558,-0.119682,0.208174,-0.810189,0.159817,-0.683964,0.405629,1.312418,2.677113,0.251676,-0.314256,1.268757,1.859038,-0.539375,2.010954,0.99743,0.75307,-0.567365,1.241633,-0.426693,1.400984,1.724102,2.480272,2.780095,0.849168,1.360598,-3.000182,-2.720773,-0.601041,0.544114,1.244157,0.470842,-1.732423,1.689948,-2.9073,4.060757,-1.138195,1.307656,0.764986,1.820733,-0.615156,-1.966368,2.858634,1.574269
Allegiant Large Cap Core Equity A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.08592,0.042297,0.513877,0.094157,-0.604149,0.557642,-0.648946,0.780741,1.16223,-0.822433,0.663037,-0.733945,-1.539675,-0.145461,-1.044142,-0.485498,0.27814,0.586675,-0.388356,-1.747067,0.092428,-0.825225,0.787111,-1.192922,0.713192,-0.408304,0.352084,-1.960176,0.088261,-1.074114,0.218177,-0.30427,0.462225,0.250634,-0.613044,-0.108153,-0.11802,-0.016952,0.10159,0.219034,0.054716,-1.035126,-0.314321,0.012263,0.468677,0.029816,0.444611,-0.492819,0.092018,0.327841,0.025294,-0.918496,0.083834,0.824175,-0.18773,0.149305,-0.776922,-0.282286,-1.407226,0.35966,0.04082,0.036639,-1.302607,-0.268424,-0.819676,-0.361705,0.261167,-0.768727,-0.104542,0.474784,0.723739,1.266668,-1.448751,-0.366819,-0.301254,-0.073342,-0.512556,-2.051579,2.078825,-0.878188,-1.753231,-1.298947,0.032021,0.20618,-0.58699,-3.121763,-3.123826,0.182578,0.773995,-1.26004,-2.38879,0.395485,-0.311383
Allegiant Large Cap Growth I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.363584,0.45636,-0.188177,-2.240009,-0.085341,0.173587,-1.610693,-0.044515,0.292893,-1.250957,-0.229598,0.204574,0.001171,-2.695297,0.113208,-0.586857,-1.030777,0.620198,-0.555451,-1.3631,-0.812991,-0.310712,-0.425198,-1.022752,0.75862,-0.537289,-0.615164,-0.899153,-1.292141,-0.696624,-0.589554,-0.171626,0.37542,-0.021791,-0.737872,0.283821,-0.055405,-0.296034,0.871268,0.304954,-0.333813,-0.586646,-0.174858,-0.495066,-0.877271,0.344248,0.692825,-0.065973,0.410456,0.054945,0.358828,-0.672271,0.440858,-0.306226,0.406444,-0.183335,-0.661726,-0.299652,-1.157907,0.172942,0.585415,0.660098,-1.47625,0.581329,-0.020478,-0.308784,-0.87297,-1.116917,1.090594,-0.274494,0.744741,1.415899,-0.566293,0.255065,-0.328166,-1.377779,-1.063702,-0.470431,2.125586,-2.262674,-0.972401,-0.297231,0.747845,-0.840601,-0.116657,-2.746689,-1.104833,-0.578038,-0.234856,-1.242097,-2.580876,-0.961466,-0.138043
AllianceBern Growth B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.656767,1.986006,-1.929137,-2.062467,-0.583082,1.261957,-1.140808,1.166751,-0.037184,0.190279,1.009116,0.936519,-2.21941,-3.856473,-0.251179,1.367982,-0.968527,0.823422,0.442601,-1.989447,0.320535,0.152672,-0.546541,0.002449,1.278615,-0.919192,-0.422777,2.605555,1.407638,0.700518,-0.011514,1.370973,-0.792758,-2.656182,-0.26284,1.65332,-0.622194,0.281797,0.825395,-0.266032,-0.664035,-1.21072,1.479324,2.5899,-0.014114,-0.24055,0.051883,0.149685,1.403617,0.836356,0.090824,-1.085361,-2.193078,-3.035934,-1.520063,-2.719554,-2.688285,-0.581026,0.534024,1.504139,-1.383545,-0.967798,-1.175258,0.722183,-1.420906,0.232245,-1.336841,-0.33916,-0.715199,0.657209,0.089895,0.203337,-1.036601,-0.732331,0.628813,-4.033621,-2.430913,-0.19091,2.543479,-1.043682,0.499978,1.819121,-2.060888,-2.3913,-0.227313,-0.187866,-0.403135,1.730453,-1.258533,0.01765,-2.420419,-1.282845,0.848215
AllianceBern Large Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.318832,-0.73509,-0.139005,-3.137462,-1.622001,0.502278,-0.209225,0.094123,0.279138,-0.287325,1.021338,-0.049554,0.576881,-2.872813,-2.095842,-0.186661,-1.04701,1.766534,0.307846,-2.59783,-1.459184,0.299457,-0.450265,-0.900058,-0.141693,-1.612706,-0.26783,-0.528744,-0.714459,1.208248,-1.092649,1.775953,0.025599,-0.374142,-0.330345,1.173282,0.092743,0.612357,-0.519856,-0.607223,-0.692989,-0.318002,1.334395,2.537522,-0.359116,0.315722,0.590321,1.483371,2.543005,1.090809,-0.360593,-0.132779,-3.08133,-2.067813,-1.002797,-1.648892,-1.333669,-1.363003,0.950074,-0.162803,-2.341339,-0.150763,-0.438834,-0.782343,-0.938294,0.518039,-1.395514,0.051514,-0.99283,0.127675,1.101918,1.442561,-0.188812,0.865475,0.331896,-4.01723,-1.945629,0.323323,1.908122,-0.277173,-0.852713,-1.726903,0.383003,-1.065217,3.025372,-1.249151,11.104427,0.861575,-0.274972,0.465252,-3.256105,-1.411607,-0.394496
Allianz CCM Capital Appreciation Instl,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.350413,-0.801839,-0.837361,-0.592102,-1.721517,-0.515864,-0.878645,-0.363002,-0.68358,-1.550497,-0.173826,-0.065392,0.498557,-3.915742,-0.724047,0.96447,-0.005719,1.431026,-0.711909,-1.173731,-0.332446,-0.54858,-0.776569,-0.572734,0.283857,-1.183216,-0.709152,-1.106181,0.014357,0.113642,-1.638043,0.410686,0.804945,-1.264924,-0.477498,0.096679,0.007103,0.390413,-0.936864,0.163913,-0.136494,0.300517,0.102438,-1.011017,-0.808453,-0.097834,-0.384381,-0.197084,0.097251,-0.604798,-0.447906,-0.015689,-0.481865,-0.46014,0.138206,0.241035,-0.769635,-1.448772,-1.217644,0.060231,-1.868961,-0.60467,-0.55875,-0.2595,-0.912534,1.156558,-0.116098,0.482951,-0.631238,-0.290055,0.685992,1.217836,-0.488109,-0.314011,2.016232,-2.46379,-0.780568,0.25997,-0.501223,0.116588,-0.073754,-1.529609,-1.165783,-1.397889,-0.993763,-0.7092,0.405098,-0.096229,-1.58399,-2.450132,-3.36819,-1.642489,-1.506293
Allianz CCM Focused Growth Instl,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.961279,0.375266,-0.015089,-1.63849,-1.654171,0.136982,-1.976517,0.286097,-0.520632,-0.575061,1.171688,0.078648,-0.829962,-2.24651,-0.580103,1.286641,-0.512357,-0.450964,-1.360589,-1.306636,0.120317,-0.961992,-1.638303,0.440051,0.167758,0.759935,0.72085,-1.208723,-0.244097,0.943555,-0.790252,1.393388,1.420929,-0.844039,-0.427507,1.313683,0.064049,0.091687,-1.608275,0.582935,-0.31032,2.057026,-0.314866,0.181099,-0.698816,-0.425533,0.653465,0.676273,-1.416237,-0.102711,-0.295103,1.98951,-0.444915,0.688697,1.864525,-0.136168,-0.617168,-1.299181,-2.373177,1.309561,-3.102857,-1.229915,-0.672015,0.806189,-0.986481,2.149066,0.352148,0.417122,-1.823085,0.384713,-0.142121,0.584283,-0.835223,-0.50207,-0.844241,-3.08577,-0.031177,-0.123959,-0.680591,0.579949,1.550587,-0.59376,-1.737667,-2.04731,-0.555493,-1.786347,0.042761,2.270108,-1.542298,-1.027299,-3.91247,-1.277473,0.162162
Allianz NACM Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.551901,0.729305,-0.753589,-2.020264,-4.01853,0.039688,0.654348,1.641867,-0.378998,-2.891409,-0.179494,-0.737203,-0.749124,-1.382315,-1.186602,-0.591167,-1.809273,0.102344,-1.100771,-1.425648,-0.580537,0.399473,-0.464286,-0.079926,0.018444,2.398586,1.833417,0.82369,0.161507,-0.817924,0.579936,0.776118,-0.974351,0.301185,-1.109025,-0.711075,-0.715821,0.269229,-0.491346,0.256894,-0.034558,-0.328949,0.641976,0.627887,-0.170385,0.761786,0.043981,1.005945,0.089344,0.655247,-0.575643,-1.039117,-0.189401,1.409868,-0.098702,0.790108,-0.727428,-0.042617,-0.497845,0.99113,0.866713,1.595343,0.584229,-0.513617,0.651901,-2.452168,-0.993765,-0.960444,-0.375638,0.622499,1.488967,0.066466,1.048535,-1.246937,-1.282771,-1.831775,-0.725203,1.858833,-0.348379,-0.539824,-2.663128,-1.233953,-0.6393
Allianz OCC Growth C,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.712209,-0.290687,-1.777759,-0.778129,-0.687959,0.483042,-0.589776,-0.222918,-1.612526,-1.363301,0.556008,-0.339343,-0.42142,-4.508593,-0.605738,0.037044,-0.573211,-0.080389,-1.208447,-2.042841,0.068604,-0.060381,-1.692153,-0.941031,1.359852,-0.342154,-0.603402,1.53053,0.353237,0.067611,-1.748768,0.188187,0.178158,-0.099479,-0.847082,0.565213,-0.257052,-0.423753,1.090036,-0.590713,-1.127847,0.702477,0.661333,0.211335,-0.531511,-0.40491,-1.211834,-0.176412,1.480568,-0.75238,0.44152,0.997071,-0.14833,-0.604841,1.909969,-0.424679,-0.139376,0.101871,-0.168804,1.322019,-0.558444,0.475592,-0.239263,0.323024,0.305524,0.482073,-0.310977,0.387101,-0.014009,0.965665,0.181728,1.537913,1.250295,-0.859383,0.840483,0.09739,-1.493257,-1.418438,3.508078,-0.002447,0.332517,-1.390712,0.403433,-1.907869,2.709158,-0.351558,-0.752166,2.158073,-1.736572,0.443245,-2.004176,0.496859,0.345023
Allianz RCM Disciplined Equity A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.912265,1.665822,0.645451,-1.6316,-1.868681,1.409295,0.769179,3.425781,0.88579,0.735122,-0.554811
Allianz RCM Large-Cap Growth Instl,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.588608,-0.199757,0.028702,-1.868786,0.468238,-0.190328,-1.788428,-0.109673,1.424505,-0.182988,0.487266,-0.488504,1.441731,-2.290546,1.1662,-0.378053,-1.090278,1.32599,-0.831191,0.256916,-0.35715,-0.717133,-0.772814,-0.237809,-0.49661,-0.415882,0.544926,-0.118211,-0.628437,0.806583,-0.132139,-0.027738,0.40159,-1.030039,-0.124252,0.162228,-0.192476,1.078711,0.347553,1.220101,-1.718316,0.825386,0.107376,1.702358,-0.098456,-1.213274,0.428809,1.015714,2.259974,-0.791307,0.662789,1.576578,-1.647133,-1.177614,0.350409,-1.155265,-0.006229,-0.211095,-0.520046,0.125612,-1.343406,-0.885026,-0.45413,0.32016,-0.330842,-0.098457,-0.066375,-0.37979,-1.091671,-0.311959,0.803223,0.37757,-0.255123,-0.50052,0.275293,-2.888576,0.596139,-0.505915,0.502148,-0.61574,0.664406,0.312073,0.636341,-0.694162,1.016274,-0.84382,-0.872346,0.728674,1.278713,-0.306853,0.335956,0.150663,0.920378
